Tên sản phẩm,Ngành hàng,Loại edge case,Mô tả,
STTT đường VNM -TP 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUDD Dielac Grow Plus 110ml (Cái),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUDD Optimum Gold 110ml (Cái),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUTIKI Javel nước tẩy trắng quần áo 1000ml (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUTIKI NRC Hương chanh 400g (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUTIKI NRC Hương chanh 750g (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUTIKI NRC Hương quế 400g (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUTIKI NRC Hương quế 750g (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUTIKI NRC Hương trà xanh 400g (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUTIKI NRC Hương trà xanh 750g (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
SUTIKI NRC hương lô hội 750g (Chai),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sa tế CHIN-SU tôm ớt riềng MB 90g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sa tế tôm chai nhựa PET 90g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sate nướng ngũ vị 100g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sauce ướp thịt nướng 70g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack Cá giòn 150g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack gấu vừng mật ong Hữu Gia 130g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack ngó sen Hữu Gia 150g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack nui sấy 150g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack quẩy mực 140g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack sò hành.ốc cay gói 150g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack tai heo xào hành 140g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack tăm phô mai Hữu Gia 16g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack xương chó 120g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Snack đùi gà phô mai 130g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Socola Faris (Hộp 2 Tầng - 16 viên) _Classic Golden 200g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Socola kinder joy cho bé gái 20g (Quả),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Socola quạt 10 viên 120g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Socola tim 3 viên 36g (Hộp),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Son dưỡng ẩm bạc hà dành cho môi khô và nứt nẻ Omi 4g (Thỏi),Mỹ phẩm và dụng cụ làm đẹp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sprite lon 320ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sủi cảo tôm thịt 300g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa Dừa Đóng Hộp 180ml (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa Nan Nga số 2 400g (Lon),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa Nan số 1 800g (Lon),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa dừa socola đóng hộp 330ml (Hộp),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa dừa đóng hộp 330ml (Hộp),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa gạo lứt 250ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa rửa tay Kleen hương trà xanh 500ml (Cái),Chăm sóc sức khỏe,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa rửa tay Kleen hương đào 500ml (Cái),Chăm sóc sức khỏe,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa trái cây Kun hương cam 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa trái cây Kun hương kem dâu có thạch 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa trái cây Kun hương trái cây nhiệt đới 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa tươi tiệt trùng Moozi có đường 180ml (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa tươi tiệt trùng Moozi ít đường 180ml (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa tươi tiệt trùng VNM Green Farm có đường 180ml (Vỉ),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa tươi tiệt trùng VNM Green Farm ít đường 110ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa tươi tiệt trùng sô cô la Vinamilk hộp 180ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa đậu nành Fami Canxi 200ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa đậu nành Fami Green Soy rất ít đường 200ml (Hộp),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sữa đặc Ông Thọ tuýp 165g (Tuýp),Sữa đặc,Standard,"Standard - weight đơn giản 500g, 200ml...",
Thanh gạo lứt dinh dưỡng 230g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thiên Hùng yến sào đông trùng hạ thảo hộp 70ml (Hộp),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
Thiên Hùng yến sào đường phèn 70ml (Hộp),Sữa bột,Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch Caramel túi lưới 770g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch Caremel túi 250g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch Long Hải tổng hợp 416g (Gói),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch RC cốt trái cây tươi JellioZ hũ 270g (Cốc),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch RC cốt trái cây tươi JellioZ 720g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch hình bút chì ABC 17g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch hình bút chì ABC 17g (Cốc),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch hình bút chì ABC túi lưới 920g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch hương sửa chua Newjoy gấu 930g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch hương sữa chua ABC túi lưới 850g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch hương sữa chua Newjoy 740g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch rau câu Joy túi lưới 645g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch rau câu Newjoy hương hoa quả 735g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch rau câu Newjoy túi 365g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch rau câu Newjoy túi gấu 930g (Túi),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thạch rau câu trái cây Smallons 35g  (Gói),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Thức Uống Dinh Dưỡng Sữa Lúa Mạch Hương Sôcôla Có Thạch Metis 170ml (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Thức uống dinh dưỡng từ sữa Hương Cam Đào Có Thạch - Moozi 170ml (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Thức uống dinh dưỡng từ sữa Hương Dưa Lưới Thơm Có Thạch Moozi 170ml (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Thức uống dinh dưỡng từ sữa Hương Kẹo Nho Có Thạch - Moozi 170ml (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Thức uống yến mạch hạt sen 180ml (Cái),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Tokpokki Hàn Quốc vị phô mai 105g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Tokpokki Hàn Quốc vị truyền thống 105g (Hộp),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà Boncha Mật ong vị tắc 450ml (Cái),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà Cozy Ice Tea chanh leo 240g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà Cozy IceTea dâu 240g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà Cozy IceTea sâm bí đao 240g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà Lipton Ice Tea vị đào 192g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà Matcha sữa 3 in 1 Nhãn hiệu Cozy (10 gói*17g) (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà gạo lứt - đậu đen 730g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà gừng Hot Ginger Nhãn hiệu Cozy (20gói *10g) (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà hương cốm 100g hút (Gói),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà hương nhài Nhãn hiệu Cozy (25 gói *2g) (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà hương sen Nhãn hiệu Cozy (25 gói *2g) (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà hương đào Nhãn hiệu Cozy (20 gói*2g) (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà hương đồng hút 200g (Gói),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà thảo mộc Wanglaoji 310ml (Lon),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà tắc mật ong Nhãn hiệu Cozy 320ml (Lon),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà vải tự nhiên TH Truetea 350ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà xanh Vị Chanh TNtrueTEA 350ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà Ô Long TN THtrue TEA 350ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà Ô Long Tea+ Plus 330ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà đào - Cozy Ice tea 15g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà đào sả Nhãn hiệu Cozy 320ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trà ổi hồng - Cozy Ice Tea 15g (Hộp),Trà,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trái cây sấy 100g (Gói),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Trái cây sấy Hữu Gia 200g (Gói),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Trâu sấy vị cay tê 30g (Gói),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Tô tràn 350ml (Cái),Dụng cụ phòng ăn và nhà bếp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Túi bóng rác 10kg (Kg),Dụng cụ phòng ăn và nhà bếp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Túi bóng rác 20kg (Kg),Dụng cụ phòng ăn và nhà bếp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Túi bóng rác 5kg (Kg),Dụng cụ phòng ăn và nhà bếp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Túi bóng rác cỡ đại không quai (kg),Dụng cụ phòng ăn và nhà bếp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Tương cà CHIN-SU chai eo 250g (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Tương ớt CHIN-SU MB 250g (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Tương ớt CHIN-SU MB 1kg (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Tương ớt CHIN-SU MB 500g (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Tương ớt pet 270g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
V10703 Mì Jin cay 120g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
V10706 MÌ TƯƠNG ĐEN BẮC KINH 135g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
V10707 MÌ RONG BIỂN 120g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Vinamilk Ông Thọ 380g (Hộp),Sữa đặc,Standard,"Standard - weight đơn giản 500g, 200ml...",
Viên giặt Zesty Clean hộp 400g (Hộp),Giặt giũ và chăm sóc quần áo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Vở kẻ ngang CNB120-STR 175*250mm (Quyển),Văn phòng phẩm,Standard,"Standard - weight đơn giản 500g, 200ml...",xxx
Walys bánh kem xốp hương sầu riêng 288g (Hộp),Bánh,Standard,"Standard - weight đơn giản 500g, 200ml...",
XP Kerasy màu đỏ cho da khô 100g (Bánh),Chăm sóc cơ thể,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xi nước đánh giày XIMO Màu đen 75ml (Hộp),Mỹ phẩm và dụng cụ làm đẹp,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xoài lọ 500g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích Heo cao bồi xì xèo xốt me chua ngọt (6hộp x 10gói x 30gr + 1gói sốt 6gr + 1gói kẹo nổ 2gr) (Gói),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích Heo cao bồi xì xèo xốt phô mai bắp bơ thơm béo (6hộp x 10gói x 30gr + 1gói sốt 6gr + 1gói kẹo nổ 2gr) (Gói),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích Phomai 170g (170g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích Zurich 170g (170g),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Heo cao bồi Cuốn cuốn rong biển (3 cây x 13gr +1 gói xốt 5.5 gr + 1 gói rong biển 2gr +1 gói hạt giòn 2gr) (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Heo cao bồi lắc phô mai (3cây x 13gr + 1gói lắc 3.2gr) (Ly),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Heo cao bồi lắc phô mai bắp bơ (3cây x 13gr + 1gói lắc 3gr) (Ly),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Heo cao bồi nhân phô mai vị bắp 32g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Heo cao bồi nhân phô mai vị bắp 32g (Cái),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Ponnie Thịt phô mai 45g (Cây),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Ponnie cay vị ớt 120g (Cái),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Ponnie vị Heo 19g (Cái),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Ponnie vị Heo 35g (Gói),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tiệt trùng Ponnie vị heo 120g (Cái),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xúc xích tươi Vealz 10 CP 500g (Gói),"Lạp xưởng, xúc xích, khô sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Xịt phòng NH Hương anh đào 280ml (Cái),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xịt phòng NH pure hương cam chanh 280ml (Cái),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xịt phòng NH pure hương phấn 280ml (Cái),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt Barona- Xốt muối Kim Chi Hàn Quốc 180g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt Mayonnaise Base Type - Kewpie Xô 3kg (Xô),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt bò kho gói 90g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt chấm thịt nướng 270g (Chai),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt gia vị hoàn chỉnh - thịt nướng ngũ vị Barona 80g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt gia vị hoàn chỉnh Barona - thịt nướng Hàn Quốc 80g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt gia vị hoàn chỉnh Barona - cá/thịt kho 80g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt gia vị hoàn chỉnh Barona - thịt nướng sả 80g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt gà chiên nước mắm 90g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt mayonnaise vị nguyên bản Aji-mayo 130g (Tuýp),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt muối ớt CHIN-SU đỏ 200g (Chai),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt mì ý bò bằm 140g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt tiêu đen 190g (Cái),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Xốt tuýp Mayonnaise 260g (Tuýp),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Yến Mạch Hộp Otta 400g (Hộp),"Yến mạch, ngũ cốc dinh dưỡng",Standard,"Standard - weight đơn giản 500g, 200ml...",
Yến mạch Hafer Flocken 500g (Gói),"Yến mạch, ngũ cốc dinh dưỡng",Standard,"Standard - weight đơn giản 500g, 200ml...",
Chin-su cá cơm biển đông 720ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Cà phê sữa Birdy 170ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Kẹo lotte antime mận đào 60g (Gói),Kẹo,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mì goreng rasa lga penyet vị sườn 80g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Mỳ hàn quốc cheese 140g (Gói),Thực phẩm ăn liền,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nam ngư 500ml (Chai),"Nước chấm, mắm",Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước Pororo hương táo 235ml (Chai),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước khoáng thiên nhiên Quang Hanh 500ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Nước pororo bị sữa 235ml (Chai),Sữa nước các loại,Standard,"Standard - weight đơn giản 500g, 200ml...",
Sáp thơm oải hương 180g (Cái),Vệ sinh nhà cửa,Standard,"Standard - weight đơn giản 500g, 200ml...",
Óc chó đỏ 450g (Hộp),"Hạt, trái cây sấy",Standard,"Standard - weight đơn giản 500g, 200ml...",
Ô mai mơ dẻo xào gừng 200g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Ô mai mận dẻo chua ngọt 200g (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
Ô mai mận dẻo tách hạt 200g (Hộp),"Snack, đồ ăn vặt",Standard,"Standard - weight đơn giản 500g, 200ml...",
Ô mai quả ô liu 200g (Hộp),,Standard,"Standard - weight đơn giản 500g, 200ml...",
ĐH Kẹo thạch zai zai 1kg(Gói),"Mứt, thạch, rong biển",Standard,"Standard - weight đơn giản 500g, 200ml...",
Đường Phèn Hạt Tân Dương 500g(Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Đường kính trắng xuất khẩu 500g (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Đường trắng xuất khẩu gói 1kg (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
Đậu hũ cá phô mai - Cheese Fish Tofu 500g (Gói),Thực phẩm đông lạnh,Standard,"Standard - weight đơn giản 500g, 200ml...",
Đồ uống Coke 300ml (Chai),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Đồ uống Coke Zero 320ml (Lon),Nước ngọt,Standard,"Standard - weight đơn giản 500g, 200ml...",
Đỗ xanh tách vỏ CB 200g (Túi),"Rau, củ",Standard,"Standard - weight đơn giản 500g, 200ml...",
Đỗ xanh tách vỏ CB 500g (Túi),"Rau, củ",Standard,"Standard - weight đơn giản 500g, 200ml...",
Đường vàng minh phúc xuất khẩu bao 1kg (Gói),Gia vị,Standard,"Standard - weight đơn giản 500g, 200ml...",
