original_name,clean_name,weight,unit,packaging_type
Mật ong cao cấp 250ml (Lọ),Mật ong cao cấp,250.0,ml,Lọ
Mật ong con gấu đặt biệt 235ml (Lọ),Mật ong con gấu đặt biệt,235.0,ml,Lọ
Mật ong nghệ phấn hoa 140g (Lọ),Mật ong nghệ phấn hoa,140.0,g,Lọ
Mật ong sữa chúa 375ml (Lọ),Mật ong sữa chúa,375.0,ml,Lọ
Mắm cao đạm 650ml (Chai),Mắm cao đạm,650.0,ml,Chai
Mộc Nhĩ Thái Chỉ Cao Bằng 100g (Túi),Mộc Nhĩ Thái Chỉ Cao Bằng,100.0,g,Túi
Mực xoắn ống 500g (Gói),Mực xoắn ống,500.0,g,Gói
Mỳ Xốt kem ý Mỳ Xào Gà Cay Carbonara 130g (Gói),Mỳ Xốt kem ý Mỳ Xào Gà Cay Carbonara,130.0,g,Gói
Mỳ gạo Chũ Minh Long gói 400g (Gói),Mỳ gạo Chũ Minh Long gói,400.0,g,Gói
NC ăn kiêng uống liền 180ml (Hộp),NC ăn kiêng uống liền,180.0,ml,Hộp
NLS SUTIKI Hương chiết xuất lyly 950g (Chai),NLS SUTIKI Hương chiết xuất lyly,950.0,g,Chai
Nem chua rán 450g (450g),Nem chua rán,450.0,g,450g
Nem chua sụn 150g (150g),Nem chua sụn,150.0,g,150g
Nem thịt đặc biệt CP hộp 500g (Hộp),Nem thịt đặc biệt CP hộp,500.0,g,Hộp
Neptune gạo thơm dẻo đặc biệt ST25 Plus 5kg (Gói),Neptune gạo thơm dẻo đặc biệt ST25 Plus,5.0,kg,Gói
Neptune gạo thơm đặc sản ST25 5kg (Gói),Neptune gạo thơm đặc sản ST25,5.0,kg,Gói
Ngô bò 200g (Gói),Ngô bò,200.0,g,Gói
Ngô nếp sấy 200g (Gói),Ngô nếp sấy,200.0,g,Gói
Ngô phô mai gói 465g (Gói),Ngô phô mai gói,465.0,g,Gói
Ngô tẩm bột 500g (Gói),Ngô tẩm bột,500.0,g,Gói
Ngũ cốc dinh dưỡng 500g (Túi),Ngũ cốc dinh dưỡng,500.0,g,Túi
Ngũ cốc ăn kiêng 530g (Hộp),Ngũ cốc ăn kiêng,530.0,g,Hộp
Nho khô Queen Raisin (Hg Chữ Nhật)_XANH DƯƠNG 90g (Hộp),Nho khô Queen Raisin (Hg Chữ Nhật)_XANH DƯƠNG,90.0,g,Hộp
Nho khô Queen Raisin (Hg Chữ Nhật)_Vàng 90g (Hộp),Nho khô Queen Raisin (Hg Chữ Nhật)_Vàng,90.0,g,Hộp
Nho khô Queen Raisin (Hg Chữ Nhật)_Đỏ 90g (Hộp),Nho khô Queen Raisin (Hg Chữ Nhật)_Đỏ,90.0,g,Hộp
Nho xanh 300g (Gói),Nho xanh,300.0,g,Gói
Nho xanh 400g (Lọ),Nho xanh,400.0,g,Lọ
Nước Alkaline Ocany 1500ml (Chai),Nước Alkaline Ocany,1500.0,ml,Chai
Nước Alkaline Ocany 350ml (Chai),Nước Alkaline Ocany,350.0,ml,Chai
Nước Alkaline Ocany 500ml (Chai),Nước Alkaline Ocany,500.0,ml,Chai
Nước Cam Có Tép Teppy 327 390ml (Chai),Nước Cam Có Tép Teppy 327,390.0,ml,Chai
Nước Hồng Sâm Trẻ Em HQ Vị Cam 100ml (Túi),Nước Hồng Sâm Trẻ Em HQ Vị Cam,100.0,ml,Túi
Nước Hồng Sâm Trẻ Em HQ Vị Táo 100ml (Túi),Nước Hồng Sâm Trẻ Em HQ Vị Táo,100.0,ml,Túi
Nước Hồng Sâm Trẻ Em HQ Vị Việt Quất 100ml (Túi),Nước Hồng Sâm Trẻ Em HQ Vị Việt Quất,100.0,ml,Túi
Nước I - on Mira 360ml (Chai),Nước I - on Mira,360.0,ml,Chai
Nước Mira pH9 550ml (Chai),Nước Mira pH9,550.0,ml,Chai
Nước Soda Welch\'S zero vị cam 355ml (Lon),Nước Soda Welch\'S zero vị cam,355.0,ml,Lon
Nước Welch\'S zero hương nho tím 355ml (Lon),Nước Welch\'S zero hương nho tím,355.0,ml,Lon
Nước chấm Nam Ngư Đệ Nhị 800ml (Chai),Nước chấm Nam Ngư Đệ Nhị,800.0,ml,Chai
Nước dùng hoàn chỉnh Barona-Lẩu chua cay 180g (Cái),Nước dùng hoàn chỉnh Barona-Lẩu chua cay,180.0,g,Cái
Nước dừa lon Vietcoco vị nguyên bản 240ml (Lon),Nước dừa lon Vietcoco vị nguyên bản,240.0,ml,Lon
Nước dừa tươi đóng hộp 330ml (Hộp),Nước dừa tươi đóng hộp,330.0,ml,Hộp
Nước dừa tự nhiên 325ml (Lon),Nước dừa tự nhiên,325.0,ml,Lon
Nước giặt Omo cửa trước Hương Oải Hương thư Thái 1.8kg (Túi),Nước giặt Omo cửa trước Hương Oải Hương thư Thái,1.8,kg,Túi
Nước mắm 30 độ 500ml (Cái),Nước mắm 30 độ,500.0,ml,Cái
Nước mắm CHIN-SU Cá Hồi đậm đặc 500ml (Chai),Nước mắm CHIN-SU Cá Hồi đậm đặc,500.0,ml,Chai
Nước mắm Nam Ngư  900ml (Chai),Nước mắm Nam Ngư,900.0,ml,Chai
Nước mắm Nam Ngư (QR) 3bl x 6chai x 750ml (Chai),Nước mắm Nam Ngư (QR) 3bl x 6chai x,750.0,ml,Chai
Nước mắm Nam Ngư (QR) 3bl x 6chai x 750ml (Chai),Nước mắm Nam Ngư (QR) 3bl x 6chai x,750.0,ml,Chai
Nước mắm Nam Ngư cao cấp 500ml (Chai),Nước mắm Nam Ngư cao cấp,500.0,ml,Chai
Nước mắm chay Cholimex 245ml (Chai),Nước mắm chay Cholimex,245.0,ml,Chai
Nước rửa ly tách LiponF 750ml (Chai),Nước rửa ly tách LiponF,750.0,ml,Chai
Nước tăng lực Rockstar LON 250ml (Cái),Nước tăng lực Rockstar LON,250.0,ml,Cái
Nước tăng lực vị cà phê Wake up 247 330ml (Chai),Nước tăng lực vị cà phê Wake up 247,330.0,ml,Chai
Nước tương CHIN-SU Tỏi ớt 330ml (Chai),Nước tương CHIN-SU Tỏi ớt,330.0,ml,Chai
Nước uống bổ sung ion Pocari Sweat chai 350ml (Chai),Nước uống bổ sung ion Pocari Sweat chai,350.0,ml,Chai
Nước xốt mè rang Kewpie_chai 210ml (Cái),Nước xốt mè rang Kewpie_chai,210.0,ml,Cái
Nước yến hộp Khánh hóa foodnest 190ml (Hộp),Nước yến hộp Khánh hóa foodnest,190.0,ml,Hộp
Nước yến ngân nhĩ Wonderfarm 240ml (Lon),Nước yến ngân nhĩ Wonderfarm,240.0,ml,Lon
Nước yến sào đường phèn lon 190ml (Lon),Nước yến sào đường phèn lon,190.0,ml,Lon
Nấm hương khô Cao Bằng 100g (Túi),Nấm hương khô Cao Bằng,100.0,g,Túi
OATTA Drink sữa yến mạch nguyên chất ít đường 180ml (Hộp),OATTA Drink sữa yến mạch nguyên chất ít đường,180.0,ml,Hộp
OREO banh que vani 54g (Cái),OREO banh que vani,54.0,g,Cái
PC Bánh mứt trái cây dâu gói 450g (Gói),PC Bánh mứt trái cây dâu gói,450.0,g,Gói
Phô mai que 500g (Gói),Phô mai que,500.0,g,Gói
Phở bò 65g (Gói),Phở bò,65.0,g,Gói
Phở gà 65g (Gói),Phở gà,65.0,g,Gói
Pinattsu Snack đậu phộng nhân Socola vị Hazelnut 85g (Cái),Pinattsu Snack đậu phộng nhân Socola vị Hazelnut,85.0,g,Cái
Pinattsu Snack đậu phộng nhân vị khoai môn 85g (Cái),Pinattsu Snack đậu phộng nhân vị khoai môn,85.0,g,Cái
Pororo hương dâu 235ml (Chai),Pororo hương dâu,235.0,ml,Chai
Quả táo đỏ khô 486g (Gói),Quả táo đỏ khô,486.0,g,Gói
Quẩy sâu Hữu Gia gói 300g (Gói),Quẩy sâu Hữu Gia gói,300.0,g,Gói
Rong Biển Cuộn Cơm Kwook 10 Lá 24g (Gói),Rong Biển Cuộn Cơm Kwook 10 Lá,24.0,g,Gói
Rong biển giòn trộn gia vị 40g (Gói),Rong biển giòn trộn gia vị,40.0,g,Gói
Rượu Vang Ocean Men 700ml (Chai),Rượu Vang Ocean Men,700.0,ml,Chai
Rượu vang Style Ocean Xanh 750ml (Chai),Rượu vang Style Ocean Xanh,750.0,ml,Chai
Rượu vang Thiên Nga Đỏ 750ml (Chai),Rượu vang Thiên Nga Đỏ,750.0,ml,Chai
SCA Có Đường TH True Yogurt 100g (Hộp),SCA Có Đường TH True Yogurt,100.0,g,Hộp
SCA Nha Đam TH True Yogurt 100g (Hộp),SCA Nha Đam TH True Yogurt,100.0,g,Hộp
SCA Tự Nhiên TH True Yogurt 100g (Hộp),SCA Tự Nhiên TH True Yogurt,100.0,g,Hộp
SCA VNM Trái cây 100g (Hộp),SCA VNM Trái cây,100.0,g,Hộp
SCA VNM có đường 100g (Hộp),SCA VNM có đường,100.0,g,Hộp
SCA VNM không đường 100g (Hộp),SCA VNM không đường,100.0,g,Hộp
SCA VNM nha đam 100g (Hộp),SCA VNM nha đam,100.0,g,Hộp
SCA VNM ít đường 100g (Hộp),SCA VNM ít đường,100.0,g,Hộp
SCA Ít Đường TH true YOGURT 100g (Hộp),SCA Ít Đường TH true YOGURT,100.0,g,Hộp
SCAMS Trái cây TH True Yogurt 100g (Hộp),SCAMS Trái cây TH True Yogurt,100.0,g,Hộp
SCU TT hương táo nho Vinamilk Susu Chai 80ml (Lọ),SCU TT hương táo nho Vinamilk Susu Chai,80.0,ml,Lọ
SCUTT Hương Cam TH True Yogurt 180ml (Hộp),SCUTT Hương Cam TH True Yogurt,180.0,ml,Hộp
SCUTT Hương Dâu TH True Yogurt 180ml (Hộp),SCUTT Hương Dâu TH True Yogurt,180.0,ml,Hộp
SCUTT Topkid Cam 110ml (Hộp),SCUTT Topkid Cam,110.0,ml,Hộp
SCUTT Topkid Dâu 110ml (Hộp),SCUTT Topkid Dâu,110.0,ml,Hộp
SCUTT Việt quất TH True Yogurt 180ml (Hộp),SCUTT Việt quất TH True Yogurt,180.0,ml,Hộp
ST TT có đường TH 180ml (Hộp),ST TT có đường TH,180.0,ml,Hộp
STC Nho Mistori 110ml (Hộp),STC Nho Mistori,110.0,ml,Hộp
STTT Chocolate TH True Milk 180ml (Hộp),STTT Chocolate TH True Milk,180.0,ml,Hộp
STTT Có đường TH True Milk 110ml (Hộp),STTT Có đường TH True Milk,110.0,ml,Hộp
STTT Giảm béo Chuối VNM 180ml (Hộp),STTT Giảm béo Chuối VNM,180.0,ml,Hộp
STTT Nguyên chất TH True Milk 110ml (Hộp),STTT Nguyên chất TH True Milk,110.0,ml,Hộp
STTT RIĐ Vinamilk Green Farm 180ml (Hộp),STTT RIĐ Vinamilk Green Farm,180.0,ml,Hộp
STTT Vị TN TH True MILK HILO 180ml (Hộp),STTT Vị TN TH True MILK HILO,180.0,ml,Hộp
STTT có đường Vinamilk 180ml (Hộp),STTT có đường Vinamilk,180.0,ml,Hộp
STTT Ít đường TH True Milk 110ml (Hộp),STTT Ít đường TH True Milk,110.0,ml,Hộp
STTT Ít đường TH True Milk 180ml (Hộp),STTT Ít đường TH True Milk,180.0,ml,Hộp
STTT đường VNM -TP 110ml (Hộp),STTT đường VNM -TP,110.0,ml,Hộp
SUDD Dielac Grow Plus 110ml (Cái),SUDD Dielac Grow Plus,110.0,ml,Cái
SUDD Optimum Gold 110ml (Cái),SUDD Optimum Gold,110.0,ml,Cái
SUTIKI Javel nước tẩy trắng quần áo 1000ml (Chai),SUTIKI Javel nước tẩy trắng quần áo,1000.0,ml,Chai
SUTIKI NRC Hương chanh 400g (Chai),SUTIKI NRC Hương chanh,400.0,g,Chai
SUTIKI NRC Hương chanh 750g (Chai),SUTIKI NRC Hương chanh,750.0,g,Chai
SUTIKI NRC Hương quế 400g (Chai),SUTIKI NRC Hương quế,400.0,g,Chai
SUTIKI NRC Hương quế 750g (Chai),SUTIKI NRC Hương quế,750.0,g,Chai
SUTIKI NRC Hương trà xanh 400g (Chai),SUTIKI NRC Hương trà xanh,400.0,g,Chai
SUTIKI NRC Hương trà xanh 750g (Chai),SUTIKI NRC Hương trà xanh,750.0,g,Chai
SUTIKI NRC hương lô hội 750g (Chai),SUTIKI NRC hương lô hội,750.0,g,Chai
Sa tế CHIN-SU tôm ớt riềng MB 90g (Cái),Sa tế CHIN-SU tôm ớt riềng MB,90.0,g,Cái
Sa tế tôm chai nhựa PET 90g (Cái),Sa tế tôm chai nhựa PET,90.0,g,Cái
Sate nướng ngũ vị 100g (Cái),Sate nướng ngũ vị,100.0,g,Cái
Sauce ướp thịt nướng 70g (Gói),Sauce ướp thịt nướng,70.0,g,Gói
Snack Cá giòn 150g (Gói),Snack Cá giòn,150.0,g,Gói
Snack gấu vừng mật ong Hữu Gia 130g (Gói),Snack gấu vừng mật ong Hữu Gia,130.0,g,Gói
Snack ngó sen Hữu Gia 150g (Gói),Snack ngó sen Hữu Gia,150.0,g,Gói
Snack nui sấy 150g (Gói),Snack nui sấy,150.0,g,Gói
Snack quẩy mực 140g (Gói),Snack quẩy mực,140.0,g,Gói
Snack sò hành.ốc cay gói 150g (Gói),Snack sò hành.ốc cay gói,150.0,g,Gói
Snack tai heo xào hành 140g (Gói),Snack tai heo xào hành,140.0,g,Gói
Snack tăm phô mai Hữu Gia 16g (Gói),Snack tăm phô mai Hữu Gia,16.0,g,Gói
Snack xương chó 120g (Gói),Snack xương chó,120.0,g,Gói
Snack đùi gà phô mai 130g (Gói),Snack đùi gà phô mai,130.0,g,Gói
Socola Faris (Hộp 2 Tầng - 16 viên) _Classic Golden 200g (Hộp),Socola Faris (Hộp 2 Tầng - 16 viên) _Classic Golden,200.0,g,Hộp
Socola kinder joy cho bé gái 20g (Quả),Socola kinder joy cho bé gái,20.0,g,Quả
Socola quạt 10 viên 120g (Hộp),Socola quạt 10 viên,120.0,g,Hộp
Socola tim 3 viên 36g (Hộp),Socola tim 3 viên,36.0,g,Hộp
Son dưỡng ẩm bạc hà dành cho môi khô và nứt nẻ Omi 4g (Thỏi),Son dưỡng ẩm bạc hà dành cho môi khô và nứt nẻ Omi,4.0,g,Thỏi
Sprite lon 320ml (Lon),Sprite lon,320.0,ml,Lon
Sủi cảo tôm thịt 300g (Gói),Sủi cảo tôm thịt,300.0,g,Gói
Sữa Dừa Đóng Hộp 180ml (Hộp),Sữa Dừa Đóng Hộp,180.0,ml,Hộp
Sữa Nan Nga số 2 400g (Lon),Sữa Nan Nga số 2,400.0,g,Lon
Sữa Nan số 1 800g (Lon),Sữa Nan số 1,800.0,g,Lon
Sữa dừa socola đóng hộp 330ml (Hộp),Sữa dừa socola đóng hộp,330.0,ml,Hộp
Sữa dừa đóng hộp 330ml (Hộp),Sữa dừa đóng hộp,330.0,ml,Hộp
Sữa gạo lứt 250ml (Lon),Sữa gạo lứt,250.0,ml,Lon
Sữa rửa tay Kleen hương trà xanh 500ml (Cái),Sữa rửa tay Kleen hương trà xanh,500.0,ml,Cái
Sữa rửa tay Kleen hương đào 500ml (Cái),Sữa rửa tay Kleen hương đào,500.0,ml,Cái
Sữa trái cây Kun hương cam 180ml (Hộp),Sữa trái cây Kun hương cam,180.0,ml,Hộp
Sữa trái cây Kun hương kem dâu có thạch 180ml (Hộp),Sữa trái cây Kun hương kem dâu có thạch,180.0,ml,Hộp
Sữa trái cây Kun hương trái cây nhiệt đới 180ml (Hộp),Sữa trái cây Kun hương trái cây nhiệt đới,180.0,ml,Hộp
Sữa tươi tiệt trùng Moozi có đường 180ml (Hộp),Sữa tươi tiệt trùng Moozi có đường,180.0,ml,Hộp
Sữa tươi tiệt trùng Moozi ít đường 180ml (Hộp),Sữa tươi tiệt trùng Moozi ít đường,180.0,ml,Hộp
Sữa tươi tiệt trùng VNM Green Farm có đường 180ml (Vỉ),Sữa tươi tiệt trùng VNM Green Farm có đường,180.0,ml,Vỉ
Sữa tươi tiệt trùng VNM Green Farm ít đường 110ml (Hộp),Sữa tươi tiệt trùng VNM Green Farm ít đường,110.0,ml,Hộp
Sữa tươi tiệt trùng sô cô la Vinamilk hộp 180ml (Hộp),Sữa tươi tiệt trùng sô cô la Vinamilk hộp,180.0,ml,Hộp
Sữa đậu nành Fami Canxi 200ml (Hộp),Sữa đậu nành Fami Canxi,200.0,ml,Hộp
Sữa đậu nành Fami Green Soy rất ít đường 200ml (Hộp),Sữa đậu nành Fami Green Soy rất ít đường,200.0,ml,Hộp
Sữa đặc Ông Thọ tuýp 165g (Tuýp),Sữa đặc Ông Thọ tuýp,165.0,g,Tuýp
Thanh gạo lứt dinh dưỡng 230g (Gói),Thanh gạo lứt dinh dưỡng,230.0,g,Gói
Thiên Hùng yến sào đông trùng hạ thảo hộp 70ml (Hộp),Thiên Hùng yến sào đông trùng hạ thảo hộp,70.0,ml,Hộp
Thiên Hùng yến sào đường phèn 70ml (Hộp),Thiên Hùng yến sào đường phèn,70.0,ml,Hộp
Thạch Caramel túi lưới 770g (Túi),Thạch Caramel túi lưới,770.0,g,Túi
Thạch Caremel túi 250g (Túi),Thạch Caremel túi,250.0,g,Túi
Thạch Long Hải tổng hợp 416g (Gói),Thạch Long Hải tổng hợp,416.0,g,Gói
Thạch RC cốt trái cây tươi JellioZ hũ 270g (Cốc),Thạch RC cốt trái cây tươi JellioZ hũ,270.0,g,Cốc
Thạch RC cốt trái cây tươi JellioZ 720g (Túi),Thạch RC cốt trái cây tươi JellioZ,720.0,g,Túi
Thạch hình bút chì ABC 17g (Túi),Thạch hình bút chì ABC,17.0,g,Túi
Thạch hình bút chì ABC 17g (Cốc),Thạch hình bút chì ABC,17.0,g,Cốc
Thạch hình bút chì ABC túi lưới 920g (Túi),Thạch hình bút chì ABC túi lưới,920.0,g,Túi
Thạch hương sửa chua Newjoy gấu 930g (Túi),Thạch hương sửa chua Newjoy gấu,930.0,g,Túi
Thạch hương sữa chua ABC túi lưới 850g (Túi),Thạch hương sữa chua ABC túi lưới,850.0,g,Túi
Thạch hương sữa chua Newjoy 740g (Túi),Thạch hương sữa chua Newjoy,740.0,g,Túi
Thạch rau câu Joy túi lưới 645g (Túi),Thạch rau câu Joy túi lưới,645.0,g,Túi
Thạch rau câu Newjoy hương hoa quả 735g (Túi),Thạch rau câu Newjoy hương hoa quả,735.0,g,Túi
Thạch rau câu Newjoy túi 365g (Túi),Thạch rau câu Newjoy túi,365.0,g,Túi
Thạch rau câu Newjoy túi gấu 930g (Túi),Thạch rau câu Newjoy túi gấu,930.0,g,Túi
Thạch rau câu trái cây Smallons 35g  (Gói),Thạch rau câu trái cây Smallons,35.0,g,Gói
Thức Uống Dinh Dưỡng Sữa Lúa Mạch Hương Sôcôla Có Thạch Metis 170ml (Hộp),Thức Uống Dinh Dưỡng Sữa Lúa Mạch Hương Sôcôla Có Thạch Metis,170.0,ml,Hộp
Thức uống dinh dưỡng từ sữa Hương Cam Đào Có Thạch - Moozi 170ml (Hộp),Thức uống dinh dưỡng từ sữa Hương Cam Đào Có Thạch - Moozi,170.0,ml,Hộp
Thức uống dinh dưỡng từ sữa Hương Dưa Lưới Thơm Có Thạch Moozi 170ml (Hộp),Thức uống dinh dưỡng từ sữa Hương Dưa Lưới Thơm Có Thạch Moozi,170.0,ml,Hộp
Thức uống dinh dưỡng từ sữa Hương Kẹo Nho Có Thạch - Moozi 170ml (Hộp),Thức uống dinh dưỡng từ sữa Hương Kẹo Nho Có Thạch - Moozi,170.0,ml,Hộp
Thức uống yến mạch hạt sen 180ml (Cái),Thức uống yến mạch hạt sen,180.0,ml,Cái
Tokpokki Hàn Quốc vị phô mai 105g (Cái),Tokpokki Hàn Quốc vị phô mai,105.0,g,Cái
Tokpokki Hàn Quốc vị truyền thống 105g (Hộp),Tokpokki Hàn Quốc vị truyền thống,105.0,g,Hộp
Trà Boncha Mật ong vị tắc 450ml (Cái),Trà Boncha Mật ong vị tắc,450.0,ml,Cái
Trà Cozy Ice Tea chanh leo 240g (Hộp),Trà Cozy Ice Tea chanh leo,240.0,g,Hộp
Trà Cozy IceTea dâu 240g (Hộp),Trà Cozy IceTea dâu,240.0,g,Hộp
Trà Cozy IceTea sâm bí đao 240g (Hộp),Trà Cozy IceTea sâm bí đao,240.0,g,Hộp
Trà Lipton Ice Tea vị đào 192g (Hộp),Trà Lipton Ice Tea vị đào,192.0,g,Hộp
Trà Matcha sữa 3 in 1 Nhãn hiệu Cozy (10 gói*17g) (Hộp),Trà Matcha sữa 3 in 1 Nhãn hiệu Cozy (10 gói*),17.0,g,Hộp
Trà gạo lứt - đậu đen 730g (Hộp),Trà gạo lứt - đậu đen,730.0,g,Hộp
Trà gừng Hot Ginger Nhãn hiệu Cozy (20gói *10g) (Hộp),Trà gừng Hot Ginger Nhãn hiệu Cozy (20gói *),10.0,g,Hộp
Trà hương cốm 100g hút (Gói),Trà hương cốm hút,100.0,g,Gói
Trà hương nhài Nhãn hiệu Cozy (25 gói *2g) (Hộp),Trà hương nhài Nhãn hiệu Cozy (25 gói *),2.0,g,Hộp
Trà hương sen Nhãn hiệu Cozy (25 gói *2g) (Hộp),Trà hương sen Nhãn hiệu Cozy (25 gói *),2.0,g,Hộp
Trà hương đào Nhãn hiệu Cozy (20 gói*2g) (Hộp),Trà hương đào Nhãn hiệu Cozy (20 gói*),2.0,g,Hộp
Trà hương đồng hút 200g (Gói),Trà hương đồng hút,200.0,g,Gói
Trà thảo mộc Wanglaoji 310ml (Lon),Trà thảo mộc Wanglaoji,310.0,ml,Lon
Trà tắc mật ong Nhãn hiệu Cozy 320ml (Lon),Trà tắc mật ong Nhãn hiệu Cozy,320.0,ml,Lon
Trà vải tự nhiên TH Truetea 350ml (Chai),Trà vải tự nhiên TH Truetea,350.0,ml,Chai
Trà xanh Vị Chanh TNtrueTEA 350ml (Chai),Trà xanh Vị Chanh TNtrueTEA,350.0,ml,Chai
Trà Ô Long TN THtrue TEA 350ml (Chai),Trà Ô Long TN THtrue TEA,350.0,ml,Chai
Trà Ô Long Tea+ Plus 330ml (Chai),Trà Ô Long Tea+ Plus,330.0,ml,Chai
Trà đào - Cozy Ice tea 15g (Hộp),Trà đào - Cozy Ice tea,15.0,g,Hộp
Trà đào sả Nhãn hiệu Cozy 320ml (Lon),Trà đào sả Nhãn hiệu Cozy,320.0,ml,Lon
Trà ổi hồng - Cozy Ice Tea 15g (Hộp),Trà ổi hồng - Cozy Ice Tea,15.0,g,Hộp
Trái cây sấy 100g (Gói),Trái cây sấy,100.0,g,Gói
Trái cây sấy Hữu Gia 200g (Gói),Trái cây sấy Hữu Gia,200.0,g,Gói
Trâu sấy vị cay tê 30g (Gói),Trâu sấy vị cay tê,30.0,g,Gói
Tô tràn 350ml (Cái),Tô tràn,350.0,ml,Cái
Túi bóng rác 10kg (Kg),Túi bóng rác,10.0,kg,Kg
Túi bóng rác 20kg (Kg),Túi bóng rác,20.0,kg,Kg
Túi bóng rác 5kg (Kg),Túi bóng rác,5.0,kg,Kg
Túi bóng rác cỡ đại không quai (kg),Túi bóng rác cỡ đại không quai,,,kg
Tương cà CHIN-SU chai eo 250g (Chai),Tương cà CHIN-SU chai eo,250.0,g,Chai
Tương ớt CHIN-SU MB 250g (Chai),Tương ớt CHIN-SU MB,250.0,g,Chai
Tương ớt CHIN-SU MB 1kg (Chai),Tương ớt CHIN-SU MB,1.0,kg,Chai
Tương ớt CHIN-SU MB 500g (Chai),Tương ớt CHIN-SU MB,500.0,g,Chai
Tương ớt pet 270g (Cái),Tương ớt pet,270.0,g,Cái
V10703 Mì Jin cay 120g (Gói),V10703 Mì Jin cay,120.0,g,Gói
V10706 MÌ TƯƠNG ĐEN BẮC KINH 135g (Gói),V10706 MÌ TƯƠNG ĐEN BẮC KINH,135.0,g,Gói
V10707 MÌ RONG BIỂN 120g (Gói),V10707 MÌ RONG BIỂN,120.0,g,Gói
Vinamilk Ông Thọ 380g (Hộp),Vinamilk Ông Thọ,380.0,g,Hộp
Viên giặt Zesty Clean hộp 400g (Hộp),Viên giặt Zesty Clean hộp,400.0,g,Hộp
Vở kẻ ngang CNB120-STR 175*250mm (Quyển),Vở kẻ ngang CNB120-STR 175*250mm,,,Quyển
Walys bánh kem xốp hương sầu riêng 288g (Hộp),Walys bánh kem xốp hương sầu riêng,288.0,g,Hộp
XP Kerasy màu đỏ cho da khô 100g (Bánh),XP Kerasy màu đỏ cho da khô,100.0,g,Bánh
Xi nước đánh giày XIMO Màu đen 75ml (Hộp),Xi nước đánh giày XIMO Màu đen,75.0,ml,Hộp
Xoài lọ 500g (Hộp),Xoài lọ,500.0,g,Hộp
Xúc xích Heo cao bồi xì xèo xốt me chua ngọt (6hộp x 10gói x 30gr + 1gói sốt 6gr + 1gói kẹo nổ 2gr) (Gói),Xúc xích Heo cao bồi xì xèo xốt me chua ngọt (6hộp x 10gói x 30gr + 1gói sốt 6gr + 1gói kẹo nổ 2gr),,,Gói
Xúc xích Heo cao bồi xì xèo xốt phô mai bắp bơ thơm béo (6hộp x 10gói x 30gr + 1gói sốt 6gr + 1gói kẹo nổ 2gr) (Gói),Xúc xích Heo cao bồi xì xèo xốt phô mai bắp bơ thơm béo (6hộp x 10gói x 30gr + 1gói sốt 6gr + 1gói kẹo nổ 2gr),,,Gói
Xúc xích Phomai 170g (170g),Xúc xích Phomai,170.0,g,170g
Xúc xích Zurich 170g (170g),Xúc xích Zurich,170.0,g,170g
Xúc xích tiệt trùng Heo cao bồi Cuốn cuốn rong biển (3 cây x 13gr +1 gói xốt 5.5 gr + 1 gói rong biển 2gr +1 gói hạt giòn 2gr) (Gói),Xúc xích tiệt trùng Heo cao bồi Cuốn cuốn rong biển (3 cây x 13gr +1 gói xốt 5.5 gr + 1 gói rong biển 2gr +1 gói hạt giòn 2gr),,,Gói
Xúc xích tiệt trùng Heo cao bồi lắc phô mai (3cây x 13gr + 1gói lắc 3.2gr) (Ly),Xúc xích tiệt trùng Heo cao bồi lắc phô mai (3cây x 13gr + 1gói lắc 3.2gr),,,Ly
Xúc xích tiệt trùng Heo cao bồi lắc phô mai bắp bơ (3cây x 13gr + 1gói lắc 3gr) (Ly),Xúc xích tiệt trùng Heo cao bồi lắc phô mai bắp bơ (3cây x 13gr + 1gói lắc 3gr),,,Ly
Xúc xích tiệt trùng Heo cao bồi nhân phô mai vị bắp 32g (Cái),Xúc xích tiệt trùng Heo cao bồi nhân phô mai vị bắp,32.0,g,Cái
Xúc xích tiệt trùng Heo cao bồi nhân phô mai vị bắp 32g (Cái),Xúc xích tiệt trùng Heo cao bồi nhân phô mai vị bắp,32.0,g,Cái
Xúc xích tiệt trùng Ponnie Thịt phô mai 45g (Cây),Xúc xích tiệt trùng Ponnie Thịt phô mai,45.0,g,Cây
Xúc xích tiệt trùng Ponnie cay vị ớt 120g (Cái),Xúc xích tiệt trùng Ponnie cay vị ớt,120.0,g,Cái
Xúc xích tiệt trùng Ponnie vị Heo 19g (Cái),Xúc xích tiệt trùng Ponnie vị Heo,19.0,g,Cái
Xúc xích tiệt trùng Ponnie vị Heo 35g (Gói),Xúc xích tiệt trùng Ponnie vị Heo,35.0,g,Gói
Xúc xích tiệt trùng Ponnie vị heo 120g (Cái),Xúc xích tiệt trùng Ponnie vị heo,120.0,g,Cái
Xúc xích tươi Vealz 10 CP 500g (Gói),Xúc xích tươi Vealz 10 CP,500.0,g,Gói
Xịt phòng NH Hương anh đào 280ml (Cái),Xịt phòng NH Hương anh đào,280.0,ml,Cái
Xịt phòng NH pure hương cam chanh 280ml (Cái),Xịt phòng NH pure hương cam chanh,280.0,ml,Cái
Xịt phòng NH pure hương phấn 280ml (Cái),Xịt phòng NH pure hương phấn,280.0,ml,Cái
Xốt Barona- Xốt muối Kim Chi Hàn Quốc 180g (Cái),Xốt Barona- Xốt muối Kim Chi Hàn Quốc,180.0,g,Cái
